Country,B-G Namespace,Year,Air Quality Network,Air Quality Network Name,Timezone,Air Quality Station EoI Code,Air Quality Station Nat Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Longitude,Latitude,Altitude,Altitude Unit,Air Quality Station Area,Air Quality Station Type,Operational Activity Begin,Operational Activity End,Sample Id,Inlet Height,Inlet Height Unit,Building Distance,Building Distance Unit,Kerb Distance,Kerb Distance Unit,Distance Source,Distance Source Unit,Main Emission Sources,Heating Emissions,Heating Emissions Unit,Mobile,Traffic Emissions,Traffic Emissions Unit,Industrial Emissions,Industrial Emissions Unit,Municipality,Dispersion Local,Dispersion Regional,Distance Junction,Distance Junction Unit,Heavy Duty Fraction,Height Facades,Street Width,Traffic Speed,Traffic Volume,Process Id,Process Activity Begin,Process Activity End,Measurement Type,Measurement Method,Other Measurement Method,Measurement Equipment,Other Measurement Equipment,Sampling Method,Other Sampling Method,Analytical Technique,Other Analytical Technique,Equivalence Demonstrated,Demonstration Report,Detection Limit,Detection Limit Unit,Documentation,QA Report,Duration,Duration Unit,Cadence,Cadence Unit,Source Data URL,Imported
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR004A,AIRPARIF,UTC,FR04123,FR04123,RN2-PANTIN,SPO-FR04123_21,C6H5-CH3,2.39083,48.90222,44.0,m,urban,traffic,31/12/2012 00:00:00,,SAM-FR04123_21,2.0,m,,m,,m,,,,,,0,,,,,PANTIN,detached,plane,170.0,,-999.0,,,-999.0,41944.0,SPP-FR_119,31/12/2012 00:00:00,,active,,,,,activeabsorbent,,GC-FID,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,1.0,week,1.0,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR004A,AIRPARIF,UTC,FR04123,FR04123,RN2-PANTIN,SPO-FR04123_38,NO,2.39083,48.90222,44.0,m,urban,traffic,01/01/2009 00:00:00,,SAM-FR04123_38,2.0,m,,m,,m,,,,,,0,,,,,PANTIN,detached,plane,170.0,,-999.0,,,-999.0,41944.0,SPP-FR_20,01/01/2009 00:00:00,,automatic,chemi,,undetermined,,,,,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,5.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR004A,AIRPARIF,UTC,FR04123,FR04123,RN2-PANTIN,SPO-FR04123_38,NO,2.39083,48.90222,44.0,m,urban,traffic,01/01/2009 00:00:00,,SAM-FR04123_38,2.0,m,,m,,m,,,,,,0,,,,,PANTIN,detached,plane,170.0,,-999.0,,,-999.0,41944.0,SPP-FR_5370,01/01/2009 00:00:00,,automatic,chemi,,thermo42i,,,,,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,5.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR004A,AIRPARIF,UTC,FR04123,FR04123,RN2-PANTIN,SPO-FR04123_431,C6H5-C2H5,2.39083,48.90222,44.0,m,urban,traffic,31/12/2012 00:00:00,,SAM-FR04123_431,2.0,m,,m,,m,,,,,,0,,,,,PANTIN,detached,plane,170.0,,-999.0,,,-999.0,41944.0,SPP-FR_119,31/12/2012 00:00:00,,active,,,,,activeabsorbent,,GC-FID,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,1.0,week,1.0,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR004A,AIRPARIF,UTC,FR04123,FR04123,RN2-PANTIN,SPO-FR04123_464,"m,p-C6H4(CH3)2",2.39083,48.90222,44.0,m,urban,traffic,31/12/2012 00:00:00,,SAM-FR04123_464,2.0,m,,m,,m,,,,,,0,,,,,PANTIN,detached,plane,170.0,,-999.0,,,-999.0,41944.0,SPP-FR_119,31/12/2012 00:00:00,,active,,,,,activeabsorbent,,GC-FID,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,1.0,week,1.0,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR004A,AIRPARIF,UTC,FR04123,FR04123,RN2-PANTIN,SPO-FR04123_482,o-C6H4-(CH3)2,2.39083,48.90222,44.0,m,urban,traffic,31/12/2012 00:00:00,,SAM-FR04123_482,2.0,m,,m,,m,,,,,,0,,,,,PANTIN,detached,plane,170.0,,-999.0,,,-999.0,41944.0,SPP-FR_119,31/12/2012 00:00:00,,active,,,,,activeabsorbent,,GC-FID,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,1.0,week,1.0,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR004A,AIRPARIF,UTC,FR04123,FR04123,RN2-PANTIN,SPO-FR04123_5,PM10,2.39083,48.90222,44.0,m,urban,traffic,01/01/2009 00:00:00,,SAM-FR04123_5,2.0,m,,m,,m,,,,,,0,,,,,PANTIN,detached,plane,170.0,,-999.0,,,-999.0,41944.0,SPP-FR_670,01/01/2009 00:00:00,,automatic,BETA,,BAM1020heated,,,,,,yes,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR004A,AIRPARIF,UTC,FR04123,FR04123,RN2-PANTIN,SPO-FR04123_8,NO2,2.39083,48.90222,44.0,m,urban,traffic,01/01/2009 00:00:00,,SAM-FR04123_8,2.0,m,,m,,m,,,,,,0,,,,,PANTIN,detached,plane,170.0,,-999.0,,,-999.0,41944.0,SPP-FR_18,01/01/2009 00:00:00,,automatic,chemi,,undetermined,,,,,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.8,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR004A,AIRPARIF,UTC,FR04123,FR04123,RN2-PANTIN,SPO-FR04123_8,NO2,2.39083,48.90222,44.0,m,urban,traffic,01/01/2009 00:00:00,,SAM-FR04123_8,2.0,m,,m,,m,,,,,,0,,,,,PANTIN,detached,plane,170.0,,-999.0,,,-999.0,41944.0,SPP-FR_4971,01/01/2009 00:00:00,,automatic,chemi,,thermo42i,,,,,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.8,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR004A,AIRPARIF,UTC,FR04123,FR04123,RN2-PANTIN,SPO-FR04123_9,NOX as NO2,2.39083,48.90222,44.0,m,urban,traffic,01/01/2020 00:00:00,,SAM-FR04123_9,2.0,m,,m,,m,,,,,,0,,,,,PANTIN,detached,plane,170.0,,-999.0,,,-999.0,41944.0,SPP-FR_4971,01/01/2020 00:00:00,,automatic,chemi,,thermo42i,,,,,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.8,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2013.0,NET-FR004A,"""Association-AIRPARIF""",UTC+01,FR04131,FR04131,"""Boulevard Haussmann""",SPO-FR04131_00005_100,PM10,2.33028,48.87333,42.0,,urban,traffic,13/02/2010 00:00:00,25/04/2013 00:00:00,SPO_F-FR04131_00005_100_100,3.0,,,,,,,,,,,0,,,,,,,,,,,,,,,SPP-FR_A_00000_00000,13/02/2010 00:00:00,25/04/2013 00:00:00,automatic,other,,other,,,,,,,,,,,,,,,,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envvqwbqq/rep_d-fr_lcsqa-ineris_20150317_d-001_corr.xml,09/11/2024 01:41:18
France,FR.LCSQA-INERIS.AQ,2013.0,NET-FR004A,"""Association-AIRPARIF""",UTC+01,FR04131,FR04131,"""Boulevard Haussmann""",SPO-FR04131_00005_100,PM10,2.33028,48.87333,42.0,,urban,traffic,13/02/2010 00:00:00,25/04/2013 00:00:00,SPO_F-FR04131_00005_100_100,3.0,,,,,,,,,,,0,,,,,,,,,,,,,,,SPP-FR_A_0000000000,13/02/2010 00:00:00,25/04/2013 00:00:00,automatic,other,,,,,,,,,,,,,,,,,,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envvqwbqq/rep_d-fr_lcsqa-ineris_20150317_d-001_corr.xml,09/11/2024 01:41:18
France,FR.LCSQA-INERIS.AQ,2013.0,NET-FR004A,"""Association-AIRPARIF""",UTC+01,FR04131,FR04131,"""Boulevard Haussmann""",SPO-FR04131_00005_101,PM10,2.33028,48.87333,42.0,,urban,traffic,26/04/2013 00:00:00,,SPO_F-FR04131_00005_101_101,3.6,,,,,,,,,,,0,,,,,,,,,,,,,,,SPP-FR_A_BETA_BAM1020,26/04/2013 00:00:00,,automatic,BETA,,BAM1020,,,,,,,,,,,,,,,,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envvqwbqq/rep_d-fr_lcsqa-ineris_20150317_d-001_corr.xml,09/11/2024 01:41:18
France,FR.LCSQA-INERIS.AQ,2013.0,NET-FR004A,"""Association-AIRPARIF""",UTC+01,FR04131,FR04131,"""Boulevard Haussmann""",SPO-FR04131_00005_101,PM10,2.33028,48.87333,42.0,,urban,traffic,13/02/2010 00:00:00,,SPO_F-FR04131_00005_101_101,3.6,,,,,,,,,,,0,,,,,,,,,,,,,,,SPP-FR_A_BETA_BAM1020,13/02/2010 00:00:00,,automatic,BETA,,,,,,,,,,,,,,,,,,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envvqwbqq/rep_d-fr_lcsqa-ineris_20150317_d-001_corr.xml,09/11/2024 01:41:18
France,FR.LCSQA-INERIS.AQ,2013.0,NET-FR004A,"""Association-AIRPARIF""",UTC+01,FR04131,FR04131,"""Boulevard Haussmann""",SPO-FR04131_00008_100,NO2,2.33028,48.87333,42.0,,urban,traffic,13/02/2010 00:00:00,,SPO_F-FR04131_00008_100_100,3.7,,,,,,,,,,,0,,,,,,,,,,,,,,,SPP-FR_A_chemi_00000,13/02/2010 00:00:00,,automatic,chemi,,other,,,,,,,,,,,,,,,,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envvqwbqq/rep_d-fr_lcsqa-ineris_20150317_d-001_corr.xml,09/11/2024 01:41:18
France,FR.LCSQA-INERIS.AQ,2013.0,NET-FR004A,"""Association-AIRPARIF""",UTC+01,FR04131,FR04131,"""Boulevard Haussmann""",SPO-FR04131_00008_100,NO2,2.33028,48.87333,42.0,,urban,traffic,13/02/2010 00:00:00,,SPO_F-FR04131_00008_100_100,3.7,,,,,,,,,,,0,,,,,,,,,,,,,,,SPP-FR_A_chemi_02000,13/02/2010 00:00:00,,automatic,chemi,,,,,,,,,,,,,,,,,,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envvqwbqq/rep_d-fr_lcsqa-ineris_20150317_d-001_corr.xml,09/11/2024 01:41:18
France,FR.LCSQA-INERIS.AQ,2013.0,NET-FR004A,"""Association-AIRPARIF""",UTC+01,FR04131,FR04131,"""Boulevard Haussmann""",SPO-FR04131_00020_512,C6H6,2.33028,48.87333,42.0,,urban,traffic,01/01/2012 00:00:00,31/12/2012 00:00:00,SPO_F-FR04131_00020_512_512,3.7,,,,,,,,,,,0,,,,,,,,,,,,,,,SPP-FR_N_00000_00000,01/01/2012 00:00:00,31/12/2012 00:00:00,active,,,,,other,,other,,,,,,,,,,,,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envvqwbqq/rep_d-fr_lcsqa-ineris_20150317_d-001_corr.xml,09/11/2024 01:41:18
France,FR.LCSQA-INERIS.AQ,2013.0,NET-FR004A,"""Association-AIRPARIF""",UTC+01,FR04131,FR04131,"""Boulevard Haussmann""",SPO-FR04131_00020_512,C6H6,2.33028,48.87333,42.0,,urban,traffic,03/01/2011 00:00:00,,SPO_F-FR04131_00020_512_512,3.7,,,,,,,,,,,0,,,,,,,,,,,,,,,SPP-FR_N_07049pumpedtube,03/01/2011 00:00:00,,active,,,,,,,other,,,,,,,,,,,,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envvqwbqq/rep_d-fr_lcsqa-ineris_20150317_d-001_corr.xml,09/11/2024 01:41:18
France,FR.LCSQA-INERIS.AQ,2013.0,NET-FR004A,"""Association-AIRPARIF""",UTC+01,FR04131,FR04131,"""Boulevard Haussmann""",SPO-FR04131_00038_1,NO,2.33028,48.87333,42.0,,urban,traffic,13/02/2010 00:00:00,,SPO_F-FR04131_00038_1_1,3.7,,,,,,,,,,,0,,,,,,,,,,,,,,,SPP-FR_A_chemi_00000,13/02/2010 00:00:00,,automatic,chemi,,other,,,,,,,,,,,,,,,,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envvqwbqq/rep_d-fr_lcsqa-ineris_20150317_d-001_corr.xml,09/11/2024 01:41:18
France,FR.LCSQA-INERIS.AQ,2013.0,NET-FR004A,"""Association-AIRPARIF""",UTC+01,FR04131,FR04131,"""Boulevard Haussmann""",SPO-FR04131_00038_1,NO,2.33028,48.87333,42.0,,urban,traffic,13/02/2010 00:00:00,,SPO_F-FR04131_00038_1_1,3.7,,,,,,,,,,,0,,,,,,,,,,,,,,,SPP-FR_A_chemi_02000,13/02/2010 00:00:00,,automatic,chemi,,,,,,,,,,,,,,,,,,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envvqwbqq/rep_d-fr_lcsqa-ineris_20150317_d-001_corr.xml,09/11/2024 01:41:18
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR004A,AIRPARIF,UTC,FR04131,FR04131,Boulevard Haussmann,SPO-FR04131_20,C6H6,2.33028,48.87333,42.0,m,urban,traffic,03/01/2011 00:00:00,05/01/2021 00:00:00,SAM-FR04131_20,3.0,m,,m,2.0,m,,,,,,0,,,,,PARIS 9E ARRONDISSEMENT,detached,plane,48.0,,-999.0,,,-999.0,34447.0,SPP-FR_119,03/01/2011 00:00:00,05/01/2021 00:00:00,active,,,,,activeabsorbent,,GC-FID,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,1.0,week,1.0,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR004A,AIRPARIF,UTC,FR04131,FR04131,Boulevard Haussmann,SPO-FR04131_21,C6H5-CH3,2.33028,48.87333,42.0,m,urban,traffic,31/12/2012 00:00:00,05/01/2021 00:00:00,SAM-FR04131_21,3.0,m,,m,2.0,m,,,,,,0,,,,,PARIS 9E ARRONDISSEMENT,detached,plane,48.0,,-999.0,,,-999.0,34447.0,SPP-FR_119,31/12/2012 00:00:00,05/01/2021 00:00:00,active,,,,,activeabsorbent,,GC-FID,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,1.0,week,1.0,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR004A,AIRPARIF,UTC,FR04131,FR04131,Boulevard Haussmann,SPO-FR04131_38,NO,2.33028,48.87333,42.0,m,urban,traffic,13/02/2010 00:00:00,,SAM-FR04131_38,3.0,m,,m,2.0,m,,,,,,0,,,,,PARIS 9E ARRONDISSEMENT,detached,plane,48.0,,-999.0,,,-999.0,34447.0,SPP-FR_20,13/02/2010 00:00:00,,automatic,chemi,,undetermined,,,,,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,5.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR004A,AIRPARIF,UTC,FR04131,FR04131,Boulevard Haussmann,SPO-FR04131_38,NO,2.33028,48.87333,42.0,m,urban,traffic,13/02/2010 00:00:00,,SAM-FR04131_38,3.0,m,,m,2.0,m,,,,,,0,,,,,PARIS 9E ARRONDISSEMENT,detached,plane,48.0,,-999.0,,,-999.0,34447.0,SPP-FR_5370,13/02/2010 00:00:00,,automatic,chemi,,thermo42i,,,,,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,5.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR004A,AIRPARIF,UTC,FR04131,FR04131,Boulevard Haussmann,SPO-FR04131_431,C6H5-C2H5,2.33028,48.87333,42.0,m,urban,traffic,31/12/2012 00:00:00,05/01/2021 00:00:00,SAM-FR04131_431,3.0,m,,m,2.0,m,,,,,,0,,,,,PARIS 9E ARRONDISSEMENT,detached,plane,48.0,,-999.0,,,-999.0,34447.0,SPP-FR_119,31/12/2012 00:00:00,05/01/2021 00:00:00,active,,,,,activeabsorbent,,GC-FID,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,1.0,week,1.0,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR004A,AIRPARIF,UTC,FR04131,FR04131,Boulevard Haussmann,SPO-FR04131_464,"m,p-C6H4(CH3)2",2.33028,48.87333,42.0,m,urban,traffic,31/12/2012 00:00:00,05/01/2021 00:00:00,SAM-FR04131_464,3.0,m,,m,2.0,m,,,,,,0,,,,,PARIS 9E ARRONDISSEMENT,detached,plane,48.0,,-999.0,,,-999.0,34447.0,SPP-FR_119,31/12/2012 00:00:00,05/01/2021 00:00:00,active,,,,,activeabsorbent,,GC-FID,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,1.0,week,1.0,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR004A,AIRPARIF,UTC,FR04131,FR04131,Boulevard Haussmann,SPO-FR04131_482,o-C6H4-(CH3)2,2.33028,48.87333,42.0,m,urban,traffic,31/12/2012 00:00:00,05/01/2021 00:00:00,SAM-FR04131_482,3.0,m,,m,2.0,m,,,,,,0,,,,,PARIS 9E ARRONDISSEMENT,detached,plane,48.0,,-999.0,,,-999.0,34447.0,SPP-FR_119,31/12/2012 00:00:00,05/01/2021 00:00:00,active,,,,,activeabsorbent,,GC-FID,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,1.0,week,1.0,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR004A,AIRPARIF,UTC,FR04131,FR04131,Boulevard Haussmann,SPO-FR04131_5,PM10,2.33028,48.87333,42.0,m,urban,traffic,13/02/2010 00:00:00,,SAM-FR04131_5,3.0,m,,m,3.0,m,,,Industrial Processes,,,0,,,,,PARIS 9E ARRONDISSEMENT,detached,plane,48.0,,-999.0,,,-999.0,34447.0,SPP-FR_14,13/02/2010 00:00:00,,automatic,,,undetermined,,,,,,yes,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR004A,AIRPARIF,UTC,FR04131,FR04131,Boulevard Haussmann,SPO-FR04131_5,PM10,2.33028,48.87333,42.0,m,urban,traffic,13/02/2010 00:00:00,,SAM-FR04131_5,3.0,m,,m,3.0,m,,,Industrial Processes,,,0,,,,,PARIS 9E ARRONDISSEMENT,detached,plane,48.0,,-999.0,,,-999.0,34447.0,SPP-FR_670,13/02/2010 00:00:00,,automatic,BETA,,BAM1020heated,,,,,,yes,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR004A,AIRPARIF,UTC,FR04131,FR04131,Boulevard Haussmann,SPO-FR04131_6001,PM2.5,2.33028,48.87333,42.0,m,urban,traffic,01/01/2022 00:00:00,,SAM-FR04131_6001,3.0,m,,m,3.0,m,,,,,,0,,,,,PARIS 9E ARRONDISSEMENT,detached,plane,48.0,,-999.0,,,-999.0,34447.0,SPP-FR_670,01/01/2022 00:00:00,,automatic,BETA,,BAM1020heated,,,,,,yes,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.0,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR004A,AIRPARIF,UTC,FR04131,FR04131,Boulevard Haussmann,SPO-FR04131_8,NO2,2.33028,48.87333,42.0,m,urban,traffic,13/02/2010 00:00:00,,SAM-FR04131_8,3.0,m,,m,2.0,m,,,,,,0,,,,,PARIS 9E ARRONDISSEMENT,detached,plane,48.0,,-999.0,,,-999.0,34447.0,SPP-FR_18,13/02/2010 00:00:00,,automatic,chemi,,undetermined,,,,,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.8,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR004A,AIRPARIF,UTC,FR04131,FR04131,Boulevard Haussmann,SPO-FR04131_8,NO2,2.33028,48.87333,42.0,m,urban,traffic,13/02/2010 00:00:00,,SAM-FR04131_8,3.0,m,,m,2.0,m,,,,,,0,,,,,PARIS 9E ARRONDISSEMENT,detached,plane,48.0,,-999.0,,,-999.0,34447.0,SPP-FR_4971,13/02/2010 00:00:00,,automatic,chemi,,thermo42i,,,,,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.8,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2025.0,NET-FR004A,AIRPARIF,UTC,FR04131,FR04131,Boulevard Haussmann,SPO-FR04131_9,NOX as NO2,2.33028,48.87333,42.0,m,urban,traffic,01/01/2020 00:00:00,,SAM-FR04131_9,3.0,m,,m,2.0,m,,,,,,0,,,,,PARIS 9E ARRONDISSEMENT,detached,plane,48.0,,-999.0,,,-999.0,34447.0,SPP-FR_4971,01/01/2020 00:00:00,,automatic,chemi,,thermo42i,,,,,,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.8,ug.m-3,,https://www.lcsqa.org/fr/guides-methodologiques,15.0,minute,15.0,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envawdkjq/FR_2025_D_LCSQA-INERIS_20260109.xml,28/01/2026 02:00:15
France,FR.LCSQA-INERIS.AQ,2013.0,NET-FR004A,"""Association-AIRPARIF""",UTC+01,FR04132,FR04132,"""Poissy stade""",SPO-FR04132_00001_100,SO2,2.05834,48.9375,70.0,,suburban,background,01/09/1997 00:00:00,31/12/2002 00:00:00,SPO_F-FR04132_00001_100_100,300.0,,,,,,,,,,,0,,,,,,,,,,,,,,,SPP-FR_A_chemi_00000,01/09/1997 00:00:00,31/12/2002 00:00:00,automatic,chemi,,other,,,,,,,,,,,,,,,,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envvqwbqq/rep_d-fr_lcsqa-ineris_20150317_d-001_corr.xml,09/11/2024 01:41:18
France,FR.LCSQA-INERIS.AQ,2013.0,NET-FR004A,"""Association-AIRPARIF""",UTC+01,FR04132,FR04132,"""Poissy stade""",SPO-FR04132_00001_100,SO2,2.05834,48.9375,70.0,,suburban,background,01/09/1997 00:00:00,31/12/2002 00:00:00,SPO_F-FR04132_00001_100_100,300.0,,,,,,,,,,,0,,,,,,,,,,,,,,,SPP-FR_A_chemi_02000,01/09/1997 00:00:00,31/12/2002 00:00:00,automatic,chemi,,,,,,,,,,,,,,,,,,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envvqwbqq/rep_d-fr_lcsqa-ineris_20150317_d-001_corr.xml,09/11/2024 01:41:18
